response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.2498,0.0000,0.0000,0.0000,0.2480,0.0017,200,7.4735
1.1379,0.0000,0.0000,0.0000,0.6111,0.5267,200,6.5909
0.2533,0.0000,0.0000,0.0000,0.2501,0.0029,200,7.4867
0.2648,0.0000,0.0000,0.0000,0.2627,0.0020,200,7.4868
0.2603,0.0000,0.0000,0.0000,0.2584,0.0018,200,7.4932
0.2645,0.0000,0.0000,0.0000,0.2629,0.0015,200,7.4937
0.2628,0.0000,0.0000,0.0000,0.2611,0.0016,200,7.5097
1.0880,0.0000,0.0000,0.0000,1.0864,0.0015,200,6.6853
0.2428,0.0000,0.0000,0.0000,0.2415,0.0013,200,7.5402
0.2620,0.0000,0.0000,0.0000,0.2601,0.0017,200,7.5257
0.2719,0.0000,0.0000,0.0000,0.2705,0.0014,200,7.5189
0.2491,0.0000,0.0000,0.0000,0.2473,0.0016,200,7.5479
0.2679,0.0000,0.0000,0.0000,0.2614,0.0065,200,7.5303
0.2677,0.0000,0.0000,0.0000,0.2644,0.0033,200,7.5321
1.1149,0.0000,0.0000,0.0000,0.3050,0.8099,200,6.6880
0.2660,0.0000,0.0000,0.0000,0.2637,0.0016,200,7.5374
0.2615,0.0000,0.0000,0.0000,0.2599,0.0015,200,7.5511
0.2545,0.0000,0.0000,0.0000,0.2531,0.0014,200,7.5646
0.2544,0.0000,0.0000,0.0000,0.2525,0.0018,200,7.5765
0.2648,0.0000,0.0000,0.0000,0.2596,0.0051,200,7.5674
0.2659,0.0000,0.0000,0.0000,0.2643,0.0016,200,7.5727
0.2482,0.0000,0.0000,0.0000,0.2458,0.0023,200,7.5951
0.2575,0.0000,0.0000,0.0000,0.2557,0.0017,200,7.5874
0.2743,0.0000,0.0000,0.0000,0.2719,0.0023,200,7.5737
0.2528,0.0000,0.0000,0.0000,0.2499,0.0029,200,7.5995
0.2576,0.0000,0.0000,0.0000,0.2563,0.0013,200,7.5962
0.2682,0.0000,0.0000,0.0000,0.2668,0.0013,200,7.5889
0.2443,0.0000,0.0000,0.0000,0.2431,0.0012,200,7.6314
0.2505,0.0000,0.0000,0.0000,0.2493,0.0011,200,7.6454
0.2688,0.0000,0.0000,0.0000,0.2658,0.0029,200,7.6485
0.2585,0.0000,0.0000,0.0000,0.2561,0.0023,200,7.6663
0.2609,0.0000,0.0000,0.0000,0.2585,0.0023,200,7.6666
0.2538,0.0000,0.0000,0.0000,0.2520,0.0017,200,7.6876
0.2664,0.0000,0.0000,0.0000,0.2646,0.0017,200,7.6786
0.2524,0.0000,0.0000,0.0000,0.2487,0.0037,200,7.6978
0.2584,0.0000,0.0000,0.0000,0.2569,0.0014,200,7.6934
0.2645,0.0000,0.0000,0.0001,0.2622,0.0022,200,7.6969
0.2620,0.0000,0.0000,0.0000,0.2532,0.0088,200,7.7043
0.2729,0.0000,0.0000,0.0000,0.2712,0.0016,200,7.6951
0.2706,0.0000,0.0000,0.0000,0.2684,0.0021,200,7.6981
0.2570,0.0000,0.0000,0.0000,0.2549,0.0020,200,7.7147
0.2732,0.0000,0.0000,0.0000,0.2711,0.0019,200,7.7017
0.2548,0.0000,0.0000,0.0000,0.2526,0.0021,200,7.7233
0.2686,0.0000,0.0000,0.0000,0.2653,0.0032,200,7.7136
0.2645,0.0000,0.0000,0.0000,0.2616,0.0028,200,7.7205
0.2529,0.0000,0.0000,0.0000,0.2516,0.0012,200,7.7400
0.2648,0.0000,0.0000,0.0001,0.2606,0.0040,200,7.7516
0.2630,0.0000,0.0000,0.0000,0.2570,0.0059,200,7.7534
0.2653,0.0000,0.0000,0.0000,0.2624,0.0029,200,7.7582
0.2440,0.0000,0.0000,0.0000,0.2420,0.0019,200,7.7831
0.2592,0.0000,0.0000,0.0000,0.2562,0.0029,200,7.7733
0.2622,0.0000,0.0000,0.0000,0.2608,0.0013,200,7.7724
0.2461,0.0000,0.0000,0.0000,0.2431,0.0029,200,7.7969
0.2626,0.0000,0.0000,0.0000,0.2611,0.0014,200,7.7877
0.2525,0.0000,0.0000,0.0000,0.2509,0.0015,200,7.8029
0.2616,0.0000,0.0000,0.0000,0.2589,0.0026,200,7.7983
0.2724,0.0000,0.0000,0.0000,0.2691,0.0032,200,7.7909
0.2629,0.0000,0.0000,0.0000,0.2616,0.0013,200,7.8035
0.2676,0.0000,0.0000,0.0000,0.2623,0.0052,200,7.7999
0.2545,0.0000,0.0000,0.0000,0.2529,0.0015,200,7.8191
0.2636,0.0000,0.0000,0.0000,0.2622,0.0013,200,7.8127
0.2569,0.0000,0.0000,0.0000,0.2531,0.0037,200,7.8309
0.2487,0.0000,0.0000,0.0000,0.2456,0.0031,200,7.8433
0.2616,0.0000,0.0000,0.0000,0.2596,0.0019,200,7.8321
0.2565,0.0000,0.0000,0.0000,0.2519,0.0045,200,7.8449
0.2538,0.0000,0.0000,0.0000,0.2519,0.0018,200,7.8523
0.2683,0.0000,0.0000,0.0000,0.2663,0.0019,200,7.8386
0.2564,0.0000,0.0000,0.0000,0.2543,0.0020,200,7.8538
0.2612,0.0000,0.0000,0.0000,0.2591,0.0020,200,7.8571
0.2735,0.0000,0.0000,0.0000,0.2713,0.0021,200,7.8480
0.2485,0.0000,0.0000,0.0001,0.2464,0.0020,200,7.8758
1.4310,0.0000,0.0000,0.0000,0.3035,1.1274,200,6.6939
0.2512,0.0000,0.0000,0.0000,0.2456,0.0055,200,7.8958
0.4947,0.0000,0.0000,0.0000,0.2521,0.2424,200,7.6674
0.2608,0.0000,0.0000,0.0001,0.2559,0.0047,200,7.9249
0.2594,0.0000,0.0000,0.0000,0.2563,0.0030,200,7.9274
0.2709,0.0000,0.0000,0.0001,0.2687,0.0021,200,7.9174
0.2561,0.0000,0.0000,0.0002,0.2528,0.0031,200,7.9414
0.2534,0.0000,0.0000,0.0001,0.2497,0.0035,200,7.9503
0.2659,0.0000,0.0000,0.0000,0.2640,0.0018,200,7.9450
0.2609,0.0000,0.0000,0.0000,0.2562,0.0046,200,7.9518
0.2557,0.0000,0.0000,0.0000,0.2529,0.0027,200,7.9663
0.2547,0.0000,0.0000,0.0000,0.2528,0.0019,200,7.9716
0.2670,0.0000,0.0000,0.0000,0.2656,0.0014,200,7.9614
0.2643,0.0000,0.0000,0.0000,0.2630,0.0012,200,7.9687
0.2565,0.0000,0.0000,0.0000,0.2520,0.0044,200,7.9781
0.2696,0.0000,0.0000,0.0000,0.2673,0.0021,200,7.9680
1.5806,0.0000,0.0000,0.0000,0.3088,1.2717,200,6.6575
0.2661,0.0000,0.0000,0.0000,0.2647,0.0013,200,7.9748
0.2645,0.0000,0.0000,0.0001,0.2596,0.0047,200,7.9822
0.2542,0.0000,0.0000,0.0000,0.2521,0.0020,200,7.9928
0.2651,0.0000,0.0000,0.0001,0.2631,0.0018,200,7.9850
1.5864,0.0000,0.0000,0.0000,0.2994,1.2869,200,6.6641
0.5327,0.0000,0.0000,0.0001,0.2704,0.2622,200,7.7288
0.2453,0.0000,0.0000,0.0000,0.2423,0.0029,200,8.0270
0.2594,0.0000,0.0000,0.0000,0.2572,0.0021,200,8.0164
0.2648,0.0000,0.0000,0.0000,0.2629,0.0018,200,8.0164
0.2638,0.0000,0.0000,0.0000,0.2622,0.0015,200,8.0235
0.2480,0.0000,0.0000,0.0000,0.2458,0.0022,200,8.0430
0.2617,0.0000,0.0000,0.0000,0.2603,0.0014,200,8.0325
0.2621,0.0000,0.0000,0.0000,0.2610,0.0010,200,8.0347
0.2655,0.0000,0.0000,0.0000,0.2627,0.0027,200,8.0503
0.2613,0.0000,0.0000,0.0000,0.2585,0.0028,200,8.0599
0.2597,0.0000,0.0000,0.0000,0.2580,0.0016,200,8.0664
0.2586,0.0000,0.0000,0.0000,0.2538,0.0048,200,8.0736
0.2660,0.0000,0.0000,0.0000,0.2638,0.0021,200,8.0675
0.2729,0.0000,0.0000,0.0000,0.2707,0.0022,200,8.0633
0.2477,0.0000,0.0000,0.0000,0.2441,0.0035,200,8.0920
0.2653,0.0000,0.0000,0.0000,0.2638,0.0014,200,8.0763
0.2565,0.0000,0.0000,0.0000,0.2554,0.0010,200,8.0878
0.2579,0.0000,0.0000,0.0000,0.2536,0.0043,200,8.1014
0.2659,0.0000,0.0000,0.0000,0.2597,0.0062,200,8.0937
0.2565,0.0000,0.0000,0.0000,0.2540,0.0025,200,8.1061
0.2553,0.0000,0.0000,0.0001,0.2526,0.0026,200,8.1102
0.2466,0.0000,0.0000,0.0000,0.2432,0.0033,200,8.1243
0.2666,0.0000,0.0000,0.0000,0.2649,0.0015,200,8.1070
0.2536,0.0000,0.0000,0.0000,0.2518,0.0018,200,8.1249
0.2635,0.0000,0.0000,0.0000,0.2614,0.0020,200,8.1183
1.7481,0.0000,0.0000,0.0000,0.3006,1.4473,200,6.6342
0.2751,0.0000,0.0000,0.0000,0.2703,0.0047,200,8.1215
0.2506,0.0000,0.0000,0.0001,0.2477,0.0027,200,8.1471
0.2570,0.0000,0.0000,0.0001,0.2501,0.0066,200,8.1621
0.2564,0.0000,0.0000,0.0000,0.2545,0.0018,200,8.1868
0.2583,0.0000,0.0000,0.0000,0.2532,0.0050,200,8.1857
0.2609,0.0000,0.0000,0.0001,0.2536,0.0072,200,8.1975
0.2552,0.0000,0.0000,0.0001,0.2518,0.0032,200,8.2037
0.2726,0.0000,0.0000,0.0000,0.2683,0.0042,200,8.1883
0.2570,0.0000,0.0000,0.0000,0.2554,0.0015,200,8.2127
0.2539,0.0000,0.0000,0.0000,0.2526,0.0013,200,8.2220
0.2552,0.0000,0.0000,0.0001,0.2527,0.0024,200,8.2263
0.2719,0.0000,0.0000,0.0000,0.2667,0.0052,200,8.2109
0.2515,0.0000,0.0000,0.0000,0.2495,0.0019,200,8.2346
0.2628,0.0000,0.0000,0.0000,0.2608,0.0019,200,8.2330
0.2680,0.0000,0.0000,0.0001,0.2619,0.0060,200,8.2284
0.2612,0.0000,0.0000,0.0000,0.2591,0.0021,200,8.2380
0.2693,0.0000,0.0000,0.0000,0.2673,0.0020,200,8.2375
0.2675,0.0000,0.0000,0.0000,0.2633,0.0042,200,8.2409
0.2647,0.0000,0.0000,0.0001,0.2630,0.0015,200,8.2467
0.2675,0.0000,0.0000,0.0000,0.2660,0.0014,200,8.2470
0.2468,0.0000,0.0000,0.0001,0.2446,0.0021,200,8.2724
0.2702,0.0000,0.0000,0.0001,0.2657,0.0045,200,8.2501
0.2717,0.0000,0.0000,0.0000,0.2702,0.0014,200,8.2615
0.2605,0.0000,0.0000,0.0000,0.2583,0.0021,200,8.2758
0.2489,0.0000,0.0000,0.0000,0.2464,0.0023,200,8.2911
0.2629,0.0000,0.0000,0.0000,0.2605,0.0022,200,8.2812
0.2675,0.0000,0.0000,0.0000,0.2630,0.0044,200,8.2873
0.5009,0.0000,0.0000,0.0000,0.2543,0.2465,200,8.0554
0.2621,0.0000,0.0000,0.0000,0.2587,0.0032,200,8.2942
0.2625,0.0000,0.0000,0.0000,0.2606,0.0019,200,8.2968
0.2627,0.0000,0.0000,0.0001,0.2594,0.0032,200,8.3157
0.2638,0.0000,0.0000,0.0000,0.2586,0.0051,200,8.3213
0.2492,0.0000,0.0000,0.0000,0.2464,0.0027,200,8.3397
0.2593,0.0000,0.0000,0.0000,0.2579,0.0014,200,8.3323
0.2674,0.0000,0.0000,0.0000,0.2599,0.0074,200,8.3262
0.2641,0.0000,0.0000,0.0000,0.2617,0.0023,200,8.3334
0.2572,0.0000,0.0000,0.0000,0.2553,0.0017,200,8.3443
0.2650,0.0000,0.0000,0.0000,0.2619,0.0030,200,8.3416
0.2739,0.0000,0.0000,0.0000,0.2716,0.0022,200,8.3361
0.2545,0.0000,0.0000,0.0001,0.2527,0.0011,200,8.3593
0.2564,0.0000,0.0000,0.0000,0.2543,0.0020,200,8.3627
0.2536,0.0000,0.0000,0.0000,0.2489,0.0045,200,8.3709
0.2608,0.0000,0.0000,0.0000,0.2567,0.0040,200,8.3655
0.2706,0.0000,0.0000,0.0000,0.2688,0.0016,200,8.3597
0.2596,0.0000,0.0000,0.0000,0.2575,0.0021,200,8.3785
0.2690,0.0000,0.0000,0.0000,0.2674,0.0016,200,8.3735
0.2652,0.0000,0.0000,0.0000,0.2632,0.0020,200,8.3818
0.2536,0.0000,0.0000,0.0000,0.2514,0.0018,200,8.3977
2.0515,0.0000,0.0000,0.0000,1.8037,0.2476,200,6.6030
0.2712,0.0000,0.0000,0.0001,0.2696,0.0015,200,8.3966
0.2535,0.0000,0.0000,0.0001,0.2519,0.0014,200,8.4191
0.2582,0.0000,0.0000,0.0000,0.2559,0.0023,200,8.4432
0.2580,0.0000,0.0000,0.0000,0.2547,0.0032,200,8.4440
0.2501,0.0000,0.0000,0.0001,0.2482,0.0018,200,8.4590
0.2542,0.0000,0.0000,0.0000,0.2529,0.0011,200,8.4584
0.2615,0.0000,0.0000,0.0000,0.2563,0.0051,200,8.4698
0.2565,0.0000,0.0000,0.0000,0.2540,0.0025,200,8.4760
0.2570,0.0000,0.0000,0.0000,0.2546,0.0020,200,8.4815
0.2786,0.0000,0.0000,0.0000,0.2751,0.0033,200,8.4609
0.2568,0.0000,0.0000,0.0000,0.2547,0.0021,200,8.4861
0.4930,0.0000,0.0000,0.0000,0.2504,0.2426,200,8.2505
0.2661,0.0000,0.0000,0.0000,0.2628,0.0032,200,8.4828
0.2599,0.0000,0.0000,0.0000,0.2582,0.0017,200,8.4958
0.2593,0.0000,0.0000,0.0000,0.2581,0.0011,200,8.4993
0.2458,0.0000,0.0000,0.0000,0.2440,0.0017,200,8.5192
0.2709,0.0000,0.0000,0.0000,0.2639,0.0069,200,8.4965
0.2564,0.0000,0.0000,0.0000,0.2541,0.0023,200,8.5145
0.2659,0.0000,0.0000,0.0000,0.2614,0.0044,200,8.5114
0.2720,0.0000,0.0000,0.0000,0.2683,0.0036,200,8.5084
0.2764,0.0000,0.0000,0.0000,0.2742,0.0021,200,8.5068
0.2675,0.0000,0.0000,0.0000,0.2654,0.0021,200,8.5203
0.2513,0.0000,0.0000,0.0000,0.2492,0.0019,200,8.5400
0.2593,0.0000,0.0000,0.0000,0.2576,0.0015,200,8.5364
0.2623,0.0000,0.0000,0.0000,0.2608,0.0014,200,8.5441
0.2744,0.0000,0.0000,0.0000,0.2695,0.0049,200,8.5332
0.2551,0.0000,0.0000,0.0000,0.2527,0.0023,200,8.5562
0.2598,0.0000,0.0000,0.0000,0.2570,0.0028,200,8.5563
0.2628,0.0000,0.0000,0.0000,0.2611,0.0016,200,8.5593
0.2688,0.0000,0.0000,0.0000,0.2626,0.0061,200,8.5549
0.2488,0.0000,0.0000,0.0000,0.2474,0.0012,200,8.5889
0.2653,0.0000,0.0000,0.0000,0.2610,0.0042,200,8.5785
0.2660,0.0000,0.0000,0.0000,0.2553,0.0106,200,8.5916
0.2725,0.0000,0.0000,0.0004,0.2589,0.0132,200,8.5852
0.2690,0.0000,0.0000,0.0001,0.2605,0.0084,200,8.5976
0.2748,0.0000,0.0000,0.0000,0.2646,0.0100,200,8.5935
0.2562,0.0000,0.0000,0.0000,0.2529,0.0032,200,8.6138
0.2744,0.0000,0.0000,0.0000,0.2720,0.0024,200,8.6015
0.2709,0.0000,0.0000,0.0000,0.2692,0.0016,200,8.6066
0.4978,0.0000,0.0000,0.0000,0.2506,0.2471,200,8.3823
0.2576,0.0000,0.0000,0.0000,0.2539,0.0036,200,8.6244
0.2661,0.0000,0.0000,0.0000,0.2644,0.0016,200,8.6191
0.2632,0.0000,0.0000,0.0000,0.2618,0.0013,200,8.6263
0.2806,0.0000,0.0000,0.0000,0.2757,0.0048,200,8.6100
0.2631,0.0000,0.0000,0.0000,0.2574,0.0057,200,8.6382
0.2734,0.0000,0.0000,0.0000,0.2633,0.0100,200,8.6303
0.2545,0.0000,0.0000,0.0000,0.2525,0.0019,200,8.6513
0.2703,0.0000,0.0000,0.0000,0.2682,0.0021,200,8.6426
0.2676,0.0000,0.0000,0.0000,0.2657,0.0019,200,8.6471
0.2646,0.0000,0.0000,0.0000,0.2566,0.0079,200,8.6545
0.2560,0.0000,0.0000,0.0000,0.2539,0.0020,200,8.6726
0.2750,0.0000,0.0000,0.0001,0.2722,0.0026,200,8.6679
0.2576,0.0000,0.0000,0.0000,0.2561,0.0014,200,8.7014
0.2536,0.0000,0.0000,0.0000,0.2506,0.0029,200,8.7091
0.2622,0.0000,0.0000,0.0000,0.2540,0.0081,200,8.7020
0.2633,0.0000,0.0000,0.0000,0.2606,0.0027,200,8.7126
0.2569,0.0000,0.0000,0.0000,0.2531,0.0037,200,8.7325
0.2635,0.0000,0.0000,0.0000,0.2572,0.0062,200,8.7312
0.2585,0.0000,0.0000,0.0000,0.2564,0.0020,200,8.7386
0.2587,0.0000,0.0000,0.0000,0.2532,0.0055,200,8.7429
0.2592,0.0000,0.0000,0.0000,0.2546,0.0046,200,8.7435
0.2692,0.0000,0.0000,0.0000,0.2661,0.0030,200,8.7395
0.2459,0.0000,0.0000,0.0000,0.2441,0.0016,200,8.7650
0.2671,0.0000,0.0000,0.0000,0.2637,0.0033,200,8.7489
0.2649,0.0000,0.0000,0.0000,0.2610,0.0038,200,8.7557
0.2670,0.0000,0.0000,0.0000,0.2628,0.0042,200,8.7586
0.2572,0.0000,0.0000,0.0000,0.2545,0.0026,200,8.7709
0.2652,0.0000,0.0000,0.0000,0.2628,0.0024,200,8.7674
0.2609,0.0000,0.0000,0.0000,0.2574,0.0034,200,8.7773
0.2501,0.0000,0.0000,0.0000,0.2478,0.0023,200,8.7913
0.2645,0.0000,0.0000,0.0000,0.2628,0.0016,200,8.7804
0.2690,0.0000,0.0000,0.0002,0.2667,0.0019,200,8.7832
0.2690,0.0000,0.0000,0.0000,0.2645,0.0044,200,8.7878
0.2624,0.0000,0.0000,0.0000,0.2608,0.0015,200,8.7956
0.2525,0.0000,0.0000,0.0000,0.2503,0.0022,200,8.8113
0.2617,0.0000,0.0000,0.0000,0.2586,0.0031,200,8.8064
0.2601,0.0000,0.0000,0.0000,0.2576,0.0025,200,8.8162
0.2715,0.0000,0.0000,0.0000,0.2696,0.0018,200,8.8076
0.2470,0.0000,0.0000,0.0000,0.2437,0.0032,200,8.8377
0.2645,0.0000,0.0000,0.0000,0.2629,0.0016,200,8.8221
0.2669,0.0000,0.0000,0.0000,0.2649,0.0020,200,8.8237
0.2626,0.0000,0.0000,0.0000,0.2607,0.0018,200,8.8440
0.2537,0.0000,0.0000,0.0000,0.2518,0.0018,200,8.8576
0.2622,0.0000,0.0000,0.0000,0.2598,0.0023,200,8.8578
0.2535,0.0000,0.0000,0.0000,0.2518,0.0015,200,8.8700
0.2613,0.0000,0.0000,0.0000,0.2588,0.0024,200,8.8684
0.2484,0.0000,0.0000,0.0000,0.2469,0.0014,200,8.8821
0.2708,0.0000,0.0000,0.0000,0.2662,0.0046,200,8.8666
0.2626,0.0000,0.0000,0.0001,0.2587,0.0034,200,8.8801
0.2684,0.0000,0.0000,0.0000,0.2587,0.0095,200,8.8759
0.2661,0.0000,0.0000,0.0001,0.2585,0.0073,200,8.8852
0.2762,0.0000,0.0000,0.0000,0.2746,0.0016,200,8.8774
0.2649,0.0000,0.0000,0.0000,0.2632,0.0016,200,8.8895
0.2562,0.0000,0.0000,0.0000,0.2502,0.0059,200,8.9059
0.2615,0.0000,0.0000,0.0000,0.2592,0.0023,200,8.9013
0.2770,0.0000,0.0000,0.0000,0.2744,0.0025,200,8.8906
0.2670,0.0000,0.0000,0.0000,0.2647,0.0022,200,8.9037
0.2559,0.0000,0.0000,0.0000,0.2534,0.0025,200,8.9191
0.2648,0.0000,0.0000,0.0000,0.2622,0.0025,200,8.9147
0.2708,0.0000,0.0000,0.0000,0.2680,0.0027,200,8.9129
0.2582,0.0000,0.0000,0.0000,0.2557,0.0025,200,8.9286
0.2507,0.0000,0.0000,0.0000,0.2491,0.0015,200,8.9627
0.2778,0.0000,0.0000,0.0001,0.2740,0.0036,200,8.9429
0.2623,0.0000,0.0000,0.0000,0.2554,0.0067,200,8.9590
0.2642,0.0000,0.0000,0.0001,0.2549,0.0013,200,8.9642
0.2556,0.0000,0.0000,0.0002,0.2532,0.0019,200,8.9759
0.2527,0.0000,0.0000,0.0000,0.2502,0.0025,200,8.9971
0.2621,0.0000,0.0000,0.0043,0.2555,0.0020,200,8.9894
0.2603,0.0000,0.0000,0.0000,0.2580,0.0022,200,8.9948
0.2531,0.0000,0.0000,0.0000,0.2509,0.0021,200,9.0109
0.2630,0.0000,0.0000,0.0000,0.2596,0.0033,200,9.0017
0.2649,0.0000,0.0000,0.0000,0.2631,0.0017,200,9.0027
0.2675,0.0000,0.0000,0.0001,0.2658,0.0015,200,9.0086
0.2764,0.0000,0.0000,0.0001,0.2638,0.0124,200,9.0160
0.2679,0.0000,0.0000,0.0000,0.2644,0.0035,200,9.0281
0.2707,0.0000,0.0000,0.0000,0.2666,0.0039,200,9.0257
0.2769,0.0000,0.0000,0.0001,0.2595,0.0172,200,9.0206
0.2596,0.0000,0.0000,0.0001,0.2550,0.0044,200,9.0414
0.2747,0.0000,0.0000,0.0001,0.2727,0.0017,200,9.0327
0.2691,0.0000,0.0000,0.0000,0.2678,0.0012,200,9.0383
0.2807,0.0000,0.0000,0.0000,0.2625,0.0181,200,9.0449
0.2702,0.0000,0.0000,0.0000,0.2679,0.0021,200,9.0580
0.2743,0.0000,0.0000,0.0000,0.2715,0.0026,200,9.0568
0.2792,0.0000,0.0000,0.0000,0.2755,0.0035,200,9.0522
0.2711,0.0000,0.0000,0.0000,0.2667,0.0043,200,9.0639
0.2676,0.0000,0.0000,0.0000,0.2632,0.0043,200,9.0681
0.2558,0.0000,0.0000,0.0000,0.2532,0.0025,200,9.0847
0.2670,0.0000,0.0000,0.0000,0.2608,0.0061,200,9.0763
0.2699,0.0000,0.0000,0.0000,0.2658,0.0040,200,9.0867
0.2831,0.0000,0.0000,0.0000,0.2775,0.0055,200,9.0792
0.2740,0.0000,0.0000,0.0000,0.2720,0.0019,200,9.0906
0.2701,0.0000,0.0000,0.0001,0.2661,0.0038,200,9.1065
0.2482,0.0000,0.0000,0.0000,0.2461,0.0021,200,9.1305
0.2680,0.0000,0.0000,0.0000,0.2653,0.0026,200,9.1113
0.2571,0.0000,0.0000,0.0000,0.2554,0.0016,200,9.1235
0.2670,0.0000,0.0000,0.0000,0.2613,0.0056,200,9.1200
0.2662,0.0000,0.0000,0.0000,0.2584,0.0077,200,9.1297
0.2537,0.0000,0.0000,0.0001,0.2521,0.0013,200,9.1427
0.2647,0.0000,0.0000,0.0000,0.2586,0.0060,200,9.1374
0.2544,0.0000,0.0000,0.0004,0.2509,0.0030,200,9.1513
0.2633,0.0000,0.0000,0.0000,0.2613,0.0019,200,9.1442
0.2558,0.0000,0.0000,0.0000,0.2514,0.0044,200,9.1544
0.2504,0.0000,0.0000,0.0000,0.2487,0.0016,200,9.1620
0.2578,0.0000,0.0000,0.0000,0.2559,0.0019,200,9.1628
0.2677,0.0000,0.0000,0.0000,0.2634,0.0042,200,9.1537
0.2550,0.0000,0.0000,0.0000,0.2534,0.0015,200,9.1751
0.2728,0.0000,0.0000,0.0000,0.2700,0.0028,200,9.1676
0.2708,0.0000,0.0000,0.0000,0.2605,0.0103,200,9.1707
0.2559,0.0000,0.0000,0.0000,0.2537,0.0022,200,9.1869
0.2665,0.0000,0.0000,0.0000,0.2634,0.0030,200,9.1795
0.2685,0.0000,0.0000,0.0000,0.2633,0.0049,200,9.1837
0.2511,0.0000,0.0000,0.0000,0.2489,0.0021,200,9.2134
0.2562,0.0000,0.0000,0.0000,0.2542,0.0020,200,9.2213
0.2554,0.0000,0.0000,0.0000,0.2539,0.0015,200,9.2315
0.2597,0.0000,0.0000,0.0000,0.2579,0.0017,200,9.2285
0.2728,0.0000,0.0000,0.0000,0.2703,0.0025,200,9.2207
0.2521,0.0000,0.0000,0.0000,0.2504,0.0016,200,9.2499
0.2558,0.0000,0.0000,0.0000,0.2540,0.0018,200,9.2515
0.2461,0.0000,0.0000,0.0000,0.2441,0.0019,200,9.2640
0.2585,0.0000,0.0000,0.0000,0.2569,0.0015,200,9.2550
0.2547,0.0000,0.0000,0.0000,0.2533,0.0014,200,9.2646
0.2545,0.0000,0.0000,0.0000,0.2520,0.0024,200,9.2676
0.2667,0.0000,0.0000,0.0000,0.2654,0.0012,200,9.2762
0.2522,0.0000,0.0000,0.0000,0.2505,0.0016,200,9.2960
0.2512,0.0000,0.0000,0.0000,0.2438,0.0030,200,9.3010
0.2593,0.0000,0.0000,0.0000,0.2570,0.0022,200,9.2964
0.2622,0.0000,0.0000,0.0000,0.2608,0.0013,200,9.2975
0.2687,0.0000,0.0000,0.0000,0.2638,0.0049,200,9.2924
0.2655,0.0000,0.0000,0.0000,0.2606,0.0049,200,9.3073
0.2673,0.0000,0.0000,0.0000,0.2652,0.0020,200,9.3074
0.2504,0.0000,0.0000,0.0002,0.2466,0.0031,200,9.3405
0.2595,0.0000,0.0000,0.0001,0.2568,0.0025,200,9.3350
0.2685,0.0000,0.0000,0.0000,0.2575,0.0110,200,9.3282
0.2721,0.0000,0.0000,0.0001,0.2689,0.0031,200,9.3257
0.2699,0.0000,0.0000,0.0000,0.2667,0.0031,200,9.3310
0.2685,0.0000,0.0000,0.0001,0.2654,0.0030,200,9.3357
0.2736,0.0000,0.0000,0.0000,0.2709,0.0027,200,9.3314
0.2654,0.0000,0.0000,0.0000,0.2636,0.0017,200,9.3433
0.2627,0.0000,0.0000,0.0000,0.2607,0.0019,200,9.3565
0.2455,0.0000,0.0000,0.0000,0.2439,0.0015,200,9.3787
0.2785,0.0000,0.0000,0.0000,0.2760,0.0024,200,9.3623
0.2807,0.0000,0.0000,0.0000,0.2772,0.0035,200,9.3646
0.2670,0.0000,0.0000,0.0000,0.2652,0.0017,200,9.3806
0.2687,0.0000,0.0000,0.0000,0.2672,0.0014,200,9.3793
0.2743,0.0000,0.0000,0.0000,0.2722,0.0021,200,9.3767
0.2582,0.0000,0.0000,0.0000,0.2512,0.0069,200,9.3965
0.2607,0.0000,0.0000,0.0001,0.2592,0.0013,200,9.3959
0.2700,0.0000,0.0000,0.0000,0.2678,0.0021,200,9.3870
0.2563,0.0000,0.0000,0.0000,0.2547,0.0015,200,9.4057
0.2601,0.0000,0.0000,0.0001,0.2552,0.0047,200,9.4076
0.2576,0.0000,0.0000,0.0000,0.2496,0.0079,200,9.4124
0.2698,0.0000,0.0000,0.0001,0.2671,0.0025,200,9.4021
0.2628,0.0000,0.0000,0.0000,0.2579,0.0047,200,9.4102
0.2564,0.0000,0.0000,0.0000,0.2536,0.0027,200,9.4207
0.2656,0.0000,0.0000,0.0000,0.2641,0.0014,200,9.4214
0.2599,0.0000,0.0000,0.0000,0.2552,0.0047,200,9.4300
0.2554,0.0000,0.0000,0.0000,0.2533,0.0020,200,9.4428
0.2629,0.0000,0.0000,0.0000,0.2607,0.0021,200,9.4415
0.2703,0.0000,0.0000,0.0000,0.2657,0.0045,200,9.4405
0.2648,0.0000,0.0000,0.0000,0.2629,0.0018,200,9.4460
0.2537,0.0000,0.0000,0.0000,0.2483,0.0053,200,9.4646
0.2673,0.0000,0.0000,0.0000,0.2655,0.0018,200,9.4522
0.2566,0.0000,0.0000,0.0000,0.2539,0.0027,200,9.4776
0.2572,0.0000,0.0000,0.0000,0.2548,0.0024,200,9.4881
0.2599,0.0000,0.0000,0.0000,0.2586,0.0012,200,9.4869
0.2555,0.0000,0.0000,0.0000,0.2523,0.0031,200,9.5020
0.2494,0.0000,0.0000,0.0001,0.2470,0.0023,200,9.5101
0.2545,0.0000,0.0000,0.0000,0.2530,0.0014,200,9.5075
0.2768,0.0000,0.0000,0.0000,0.2701,0.0066,200,9.4935
